,load,alloc,reward,sigma,event_start_time,event_end_time,num_events,num_successes
1697586895.3935418,7.526439666748047,1.0,0.20779220759868622,0.5,1697586895.3935418,1697586907.617117,77.0,16.0
1697586926.3160036,8.979521751403809,2.0,0.06185567006468773,0.5,1697586926.3160036,1697586941.4615762,97.0,6.0
1697586941.946225,8.448637962341309,2.0,0.06122449040412903,0.5,1697586941.946225,1697586960.4107387,98.0,6.0
1697586960.6713006,9.957408905029297,2.0,0.06060606241226196,0.5,1697586960.6713006,1697586980.2547085,99.0,6.0
1697586980.9605658,9.764894485473633,2.0,0.057692307978868484,0.5,1697586980.9605658,1697587000.7252438,104.0,6.0
1697587020.5477965,9.117742538452148,3.0,0.07042253762483597,0.5,1697587020.5477965,1697587040.1798491,142.0,10.0
1697587040.430981,8.433637619018555,3.0,0.05882352963089943,0.5,1697587040.430981,1697587062.6040947,153.0,9.0
1697587062.976574,9.295185089111328,3.0,0.06081081181764603,0.5,1697587062.976574,1697587083.5248466,148.0,9.0
1697587084.6926386,9.349029541015625,3.0,0.06474819779396057,0.5,1697587084.6926386,1697587106.5130856,139.0,9.0
1697587107.2392216,10.783997535705566,3.0,0.057553958147764206,0.5,1697587107.2392216,1697587127.6398196,139.0,8.0
1697587128.1425943,9.109167098999023,3.0,0.06338027864694595,0.5,1697587128.1425943,1697587147.1344507,142.0,9.0
1697587147.9151478,11.659677505493164,3.0,0.057553958147764206,0.5,1697587147.9151478,1697587162.581077,139.0,8.0
1697587163.09966,12.047900199890137,3.0,0.06382978707551956,0.5,1697587163.09966,1697587185.4272022,141.0,9.0
1697587186.0985453,11.922964096069336,3.0,0.06428571790456772,0.5,1697587186.0985453,1697587206.4793837,140.0,9.0
1697587228.8783803,11.558303833007812,5.0,0.06363636255264282,0.4767313003540039,1697587228.8783803,1697587252.2382095,220.0,14.0
1697587252.5337598,10.02501392364502,5.0,0.06167401000857353,0.4693232476711273,1697587252.5337598,1697587278.3691363,227.0,14.0
1697587278.9426856,10.278669357299805,5.0,0.06578947603702545,0.46829289197921753,1697587278.9426856,1697587308.713076,228.0,15.0
1697587309.1078603,11.62195110321045,5.0,0.06437768042087555,0.4632410407066345,1697587309.1078603,1697587335.7815228,233.0,15.0
1697587336.130339,12.006892204284668,5.0,0.06550218164920807,0.46726930141448975,1697587336.130339,1697587363.7811253,229.0,15.0
1697587389.0640829,11.218770980834961,2.0,0.07000000029802322,0.5,1697587389.0640829,1697587410.7242103,100.0,7.0
1697587411.5329933,12.524532318115234,2.0,0.06862745434045792,0.5,1697587411.5329933,1697587429.8171093,102.0,7.0
1697587430.0557055,10.576181411743164,2.0,0.0784313753247261,0.5,1697587430.0557055,1697587450.8571646,102.0,8.0
1697587451.1556132,10.107976913452148,2.0,0.05999999865889549,0.5,1697587451.1556132,1697587469.8537176,100.0,6.0
1697587470.5267334,9.418923377990723,2.0,0.07000000029802322,0.5,1697587470.5267334,1697587490.8050597,100.0,7.0
1697587491.042807,9.910229682922363,2.0,0.07000000029802322,0.5,1697587491.042807,1697587510.0131042,100.0,7.0
1697587510.3853781,8.296180725097656,2.0,0.059405941516160965,0.5,1697587510.3853781,1697587525.5730898,101.0,6.0
1697587539.8606143,9.08559513092041,7.0,0.41025641560554504,0.5,1697587539.8606143,1697587557.8011007,156.0,64.0
1697587558.0958486,7.622649192810059,7.0,0.41447368264198303,0.5,1697587558.0958486,1697587579.217115,152.0,63.0
1697587579.5621645,8.168176651000977,7.0,0.2832369804382324,0.5,1697587579.5621645,1697587601.476479,173.0,49.0
1697587602.1742477,8.283267974853516,7.0,0.2673267424106598,0.4975185990333557,1697587602.1742477,1697587627.1643834,202.0,54.0
1697587627.4222953,7.628958702087402,7.0,0.3232323229312897,0.5,1697587627.4222953,1697587653.9003515,198.0,64.0
1697587654.1475422,6.930777072906494,7.0,0.2774869203567505,0.5,1697587654.1475422,1697587683.1486185,191.0,53.0
1697587697.4061246,7.056667327880859,1.0,0.0,0.5,1697587697.4061246,1697587717.245518,77.0,0.0
1697587717.6434803,6.803293228149414,1.0,0.07500000298023224,0.5,1697587717.6434803,1697587732.9301949,80.0,6.0
1697587733.352406,8.746182441711426,1.0,0.06818182021379471,0.5,1697587733.352406,1697587749.2450535,88.0,6.0
1697587749.5246544,7.5854973793029785,1.0,0.06172839552164078,0.5,1697587749.5246544,1697587766.7944515,81.0,5.0
1697587767.4765337,7.452808380126953,1.0,0.06521739065647125,0.5,1697587767.4765337,1697587784.5170896,92.0,6.0
1697587785.3080623,9.243468284606934,1.0,0.0731707289814949,0.5,1697587785.3080623,1697587804.6730888,82.0,6.0
1697587805.223226,8.039444923400879,1.0,0.04545454680919647,0.5,1697587805.223226,1697587821.2691102,88.0,4.0
1697587821.6454911,6.888402462005615,1.0,0.06818182021379471,0.5,1697587821.6454911,1697587839.9371057,88.0,6.0
1697587857.394207,6.300136089324951,7.0,0.8484848737716675,0.5,1697587857.394207,1697587868.505078,66.0,56.0
1697587869.0221653,6.3888468742370605,7.0,0.7053571343421936,0.5,1697587869.0221653,1697587887.3353286,112.0,79.0
1697587888.1041894,6.711780548095703,7.0,0.47445255517959595,0.5,1697587888.1041894,1697587908.5160608,137.0,65.0
1697587908.9265056,6.588192939758301,7.0,0.44366195797920227,0.5,1697587908.9265056,1697587931.3909364,142.0,63.0
1697587931.8214126,6.56025505065918,7.0,0.38129496574401855,0.5,1697587931.8214126,1697587954.2290783,139.0,53.0
1697587954.9871628,7.896203517913818,7.0,0.4370861053466797,0.5,1697587954.9871628,1697587974.8701353,151.0,66.0
1697587975.0781653,6.986737251281738,7.0,0.375,0.5,1697587975.0781653,1697587999.9824944,168.0,63.0
1697588019.81686,8.853623390197754,6.0,0.15625,0.5,1697588019.81686,1697588035.8554914,64.0,10.0
1697588051.1528788,7.005341529846191,5.0,0.420634925365448,0.5,1697588051.1528788,1697588069.7101467,126.0,53.0
1697588069.9336545,7.412582874298096,5.0,0.32919254899024963,0.5,1697588069.9336545,1697588092.1931016,161.0,53.0
1697588092.5990531,7.207266807556152,5.0,0.28143712878227234,0.5,1697588092.5990531,1697588116.3251069,167.0,47.0
1697588116.7129328,7.276978015899658,5.0,0.23428571224212646,0.5,1697588116.7129328,1697588141.3110552,175.0,41.0
1697588141.5353177,7.403891563415527,5.0,0.21176470816135406,0.5,1697588141.5353177,1697588165.171537,170.0,36.0
1697588201.2940848,8.214926719665527,2.0,1.0,0.5,1697588201.2940848,1697588211.641103,77.0,77.0
1697588212.7933664,5.685133457183838,2.0,0.0714285746216774,0.5,1697588212.7933664,1697588230.734898,98.0,7.0
1697588231.3638573,6.625010967254639,2.0,0.06185567006468773,0.5,1697588231.3638573,1697588250.9864657,97.0,6.0
1697588251.4827034,6.631549835205078,2.0,0.07216494530439377,0.5,1697588251.4827034,1697588271.6891415,97.0,7.0
1697588272.5262277,6.7750678062438965,2.0,0.06185567006468773,0.5,1697588272.5262277,1697588290.385827,97.0,6.0
1697588290.8286514,7.200167179107666,2.0,0.06315789371728897,0.5,1697588290.8286514,1697588309.7171023,95.0,6.0
1697588310.0742183,7.652979373931885,2.0,0.06451612710952759,0.5,1697588310.0742183,1697588328.6290839,93.0,6.0
1697588346.4544847,7.265653610229492,3.0,0.09160305559635162,0.5,1697588346.4544847,1697588365.3103247,131.0,12.0
1697588365.5624611,7.110821723937988,3.0,0.046875,0.5,1697588365.5624611,1697588387.641484,128.0,6.0
1697588387.9312348,6.586817741394043,3.0,0.27906978130340576,0.5,1697588387.9312348,1697588408.274897,129.0,36.0
1697588408.7161999,5.5801472663879395,3.0,0.1190476194024086,0.5,1697588408.7161999,1697588432.013077,126.0,15.0
1697588432.5078049,6.722500801086426,3.0,0.09923664480447769,0.5,1697588432.5078049,1697588452.5896175,131.0,13.0
1697588452.9290614,7.522276878356934,3.0,0.06040268391370773,0.5,1697588452.9290614,1697588474.4650936,149.0,9.0
1697588499.3100777,6.900752544403076,8.0,0.6513761281967163,0.5,1697588499.3100777,1697588515.685104,109.0,71.0
1697588516.1336448,7.013402462005615,8.0,0.4923076927661896,0.5,1697588516.1336448,1697588535.5250893,130.0,64.0
1697588536.0602548,7.1910719871521,8.0,0.6428571343421936,0.5,1697588536.0602548,1697588556.085086,140.0,90.0
1697588556.4823,6.9568190574646,8.0,0.5035461187362671,0.5,1697588556.4823,1697588577.4689038,141.0,71.0
1697588578.2256942,7.20558500289917,8.0,0.517241358757019,0.5,1697588578.2256942,1697588599.0428798,145.0,75.0
1697588599.2289996,7.313070774078369,8.0,0.4838709533214569,0.5,1697588599.2289996,1697588621.3811162,155.0,75.0
1697588621.8836355,7.319673538208008,8.0,0.446540892124176,0.5,1697588621.8836355,1697588644.562242,159.0,71.0
1697588668.8666823,7.993838310241699,11.0,0.5257142782211304,0.5,1697588668.8666823,1697588691.5091224,175.0,92.0
1697588691.6828096,9.691883087158203,11.0,0.44736841320991516,0.46829289197921753,1697588691.6828096,1697588716.0330832,228.0,102.0
1697588716.3173516,9.34427547454834,11.0,0.2664233446121216,0.42717882990837097,1697588716.3173516,1697588746.3892388,274.0,73.0
1697588746.647035,10.58860969543457,11.0,0.345762699842453,0.4116934835910797,1697588746.647035,1697588775.4515707,295.0,102.0
1697588812.5611026,10.712653160095215,2.0,0.0,0.5,1697588812.5611026,1697588848.4999113,88.0,0.0
